Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Arch Type,Cushioning,Warranty,Distance,Surface Type,Technology,Number of Items,Pronation for Running Shoes,Running Type,Package Contains
HRX by Hrithik Roshan,Women Pink Memory Foam Non-Marking Running Shoes,₹1294,MRP ₹3699,(65% OFF),4.1,323 Ratings,"A pair of pink and white sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer

Technology:
Memory Foam",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,30 days,Long,Indoor,Memory Foam,,,Track,
HRX by Hrithik Roshan,Women Blue Textured Colourblocked Running Shoes,₹929,MRP ₹2999,(69% OFF),4.3,10.4k Ratings,"A pair of off white colourblocked running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,30 days,Long,Indoor,,2,,Track,
Campus,Women Remy Running Shoes,₹1576,MRP ₹1899,(17% OFF),4.6,47 Ratings,"A pair of mauve and white sports shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,
HRX by Hrithik Roshan,Women Running Shoes,₹923,MRP ₹2799,(67% OFF),3.9,103 Ratings,"A pair of black running shoes, has regular styling, lace-ups detail
Synthetic Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by Brand/Manufacturer",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,Hard,,1,Neutral,Road Running,
AVANT,Women MagiX Running shoes,₹999,MRP ₹1399,(Rs. 400 OFF),4.4,52 Ratings,"A pair of white shoes, has regular Styling, lace-ups detail
Upper mesh
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand manufacturer

Features:
Knitted upper
Lightweight design
Cushioned comfort
Superior traction
Flexible design",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Flat,Medium,30 days,Long,Outdoor,,2,Neutral,Road Running,1 pair shoes
Campus,Women Mesh Running Sports Shoes,₹1274,MRP ₹1699,(25% OFF),4.4,304 Ratings,"A pair of shoes, has regular Styling, lace-ups detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
HRX by Hrithik Roshan,Women Sea Green & White Memory Foam Mesh Non-Marking Running Shoes,₹1109,MRP ₹3699,(70% OFF),4.3,1.3k Ratings,"A pair of sea green & white shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty :30 days
Warranty provided by brand owner/manufacturer

Technology : Memory Foam",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,30 days,,Indoor,Memory Foam,2,,,
Campus,Women Black Mesh Running Non-Marking Shoes,₹1424,MRP ₹1899,(25% OFF),4.3,2.2k Ratings,"A pair of black shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Kalenji By Decathlon,Women Running Non-Marking Shoes,₹1999,MRP ₹2499,(Rs. 500 OFF),4.6,34 Ratings,"A pair of black shoes, has regular styling, lace-ups detail
Textile Upper
Cushioned footbed
Textured and patterned outsole
Our design teams developed these lightweight and cushioned women's running shoes for running up to 20km per week.
Ideal for women looking for cushioned lightweight running shoes for effective shock absorption.",Running,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,,,All-Rounder,,1,,Long Distance,1 sports shoes
HRX by Hrithik Roshan,Women Mesh Running Shoes,₹1079,MRP ₹3999,(73% OFF),4.1,52 Ratings,"A pair of blue shoes, has regular styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,14 days,Medium,All-Rounder,,2,,Road Running,1 pair
Campus,Women Mesh Running Shoes,₹1394,MRP ₹1499,(7% OFF),4.5,237 Ratings,"A pair of blue running shoes, has regular Styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,1,Neutral,Road Running,1 pair of shoes
Reebok,Unisex Woven Design Jogger Lite Running Shoes,₹3499,MRP ₹4999,(30% OFF),4.4,38 Ratings,"Product Design Details
Main design: Synthetic Upper/ Rubber outsole
Brand color: FTWWHT/CBLACK/FTWWHT
Lace-up Closure
Warranty: 3 months
Warranty provided by the Brand/Manufacturer",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,2,Neutral,,A pair of shoes
Campus,Women Mesh Running Shoes,₹1394,MRP ₹1499,(7% OFF),4.5,242 Ratings,"A pair of navy blue running shoes, has regular Styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,1 pair of shoes
HRX by Hrithik Roshan,Women Blue Mesh Flyknit Running Non-Marking Shoes,₹1289,MRP ₹4299,(70% OFF),3.9,1.3k Ratings,"A pair of blue shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty is provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,Flyknit,1,,,
Puma,Women Softride Harmony Textile Running Shoes,₹4549,MRP ₹6499,(30% OFF),4.8,5 Ratings,"Product Story: Lightweight and flexible, the Better Foam Prowl Slip On Wns is a stylized trainer perfect for quick, agile movements. Upper features an easy, sock like construction enhancing comfort and flexibility. A brand new tooling designed and new upper created to continue this franchise. Part of this new franchise is the sustainable component in the foam tooling. SOFTFOAM+ incorporated into the footbed, ensures a holistic, full foot comfort story.

Details: 
A pair of olive green shoes
Regular Styling
Slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Running,Textile,Slip-On,Regular,Marking,No Cleats,,Medium,3 months,Medium,Hard,,2,Neutral,Road Running,1-Pair of Sports Shoes
OFF LIMITS,Women Mesh Running Shoes,₹1499,MRP ₹3699,(Rs. 2200 OFF),3.7,9 Ratings,"A pair of black shoes, has regular Styling, lace-ups detail
Mesh Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer ",Running,Mesh,Lace-Ups,Regular,Non-Marking,Fixed,Medium,High,30 days,Long,Indoor,,2,,Track,
Campus,Women Navy Blue Mesh Running Shoes,₹1274,MRP ₹1699,(25% OFF),4.4,6k Ratings,"A pair of navy blue & pink running sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole

Campus's Alexa comes with a smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design.
Underfoot, durable technology defies the odds by being both soft and responsive. It's also ultra-soft and incredibly springy. With every step, the foam responds to your foot by snapping back. The more energy you put into your step, the more you get in return. The lightweight upper gives you plenty of stretch and airflow while you run. It contours to your foot for support with every step. The all-new molding on the heel makes it an eye-catching shoe. It helps keep your foot stable, for an even more secure feel with every stride.

Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,High,30 days,Medium,Outdoor,,,Neutral,Road Running,
HRX by Hrithik Roshan,Women Woven Design Urban Street Athleisure Shoes,₹989,MRP ₹2999,(67% OFF),3.8,214 Ratings,"Product desription:
Make a striking style statement with the HRX URBAN STREET collection. Athleisure Shoes are designed to give your feet support and keep them comfortable.

Features:
Upper is constructed with breathable knitted fabric.
The cup-shaped insole gives additional support and comfort.
Soft EVA sole gives you extra cushioning.
Weight: Lightweight
Fastening: lace-up
Fit: Comfort",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,,Court,,,Neutral,,
AfroJack,Women White Running Shoes,₹799,MRP ₹3995,(80% OFF),3.7,251 Ratings,"A pair of white running shoes, has regular Styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,Outdoor,,,,Road Running,
Campus,Women Purple Mesh Running Shoes,₹1349,MRP ₹1799,(25% OFF),4.4,1.4k Ratings,"A pair of purple running shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Long,All-Rounder,,,Neutral,Road Running,
HRX by Hrithik Roshan,Women Blue And White Memory Foam Non-Marking Running Shoes,₹1294,MRP ₹3699,(65% OFF),4.4,514 Ratings,"A pair of blue and white sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,Fixed,Medium,High,30 days,Long,Indoor,Memory Foam,,,Track,
HRX by Hrithik Roshan,Women Lavender & White Lace-Up Running Shoes,₹1289,MRP ₹4299,(70% OFF),4.3,454 Ratings,"A pair of lavender and white running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,,2,,Track,
AVANT,Women Libra Running Shoes,₹999,MRP ₹1499,(Rs. 500 OFF),4.7,28 Ratings,"UPPER MESH: Engineered for cool comfort, the breathable mesh design keeps you fresh and cool

LIGHTWEIGHT DESIGN: Built to reduce bulk, these shoes keep you light on your feet for effortless speed.

CUSHIONED COMFORT: Enjoy plush comfort with a PU Foam insole, responsive support from an EVA midsole.

SUPERIOR TRACTION: The TPR outsole ensures reliable grip and stability, providing durable performance on any surface.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,30 days,Long,Outdoor,,2,Neutral,Road Running,1 pair shoes
Campus,Women Cords Running Shoes,₹1839,MRP ₹2299,(20% OFF),4.7,44 Ratings,"A pair of blue and black sports shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,
Sparx,Women Mesh Lace-Ups Walking Shoes,₹879,MRP ₹1099,(20% OFF),3.9,20 Ratings,"A pair of navy blue shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,,Medium,,,All-Rounder,,2,,,1 pair
ADIDAS,Women Ford-Up Running Shoes,₹3359,MRP ₹5599,(40% OFF),4.8,26 Ratings,"Product Design Detail:
Main material: Synthetic upper / Rubber outsole
Brand colour: Preloved Fig / Cloud White / Semi Pink Spark / Off White
Lace-up closure
Cushioned footbed
Woven design
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
About ADIDAS Women Ford-Up Running Shoes:
The result is a comfortable and dynamic running experience, allowing athletes to push their limits with every stride. Renowned for their cutting-edge technology and meticulous design, Adidas has established itself as a leader in the world of running footwear. At the heart of Adidas running shoes is the innovative cushioning technology.",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,,2,Neutral,,1 pair of shoes
Campus,Women KAIUS Mesh Memory Tech Foam Running Shoes,₹1519,MRP ₹1899,(20% OFF),4.5,63 Ratings,"A pair of pink ,white & blue shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer
Memory Tech Foam insole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,
HRX by Hrithik Roshan,Black Women Textile Walking Shoes,₹959,MRP ₹2399,(60% OFF),4,79 Ratings,"A pair of black, white shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole",Walking,Textile,Slip-On,Regular,Marking,No Cleats,,Medium,,,Outdoor,,2,,,1 pair of women shoes
Skechers,Women Go Run 400 - Action Running Shoes,₹2249,MRP ₹4499,(50% OFF),4.2,140 Ratings,"Special Technologies:
Goga Run insole provides shock absorption and support
5GEN midsole material delivers comfort and response
Sole with GOimpulse sensors for responsive traction and ground feel
Features:
A pair of pink running shoes, has regular Styling
Mesh upper
Lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by Brand/Manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,All-Rounder,Goga Max,2,Neutral,Road Running,one
Reebok,Women Woven Design Lux Runner Shoes,₹2519,MRP ₹3599,(30% OFF),4.4,49 Ratings,"Product Design Detail:
Main material: Synthetic upper / Rubber outsole
Brand colour: Blue
Woven design
Brand logo detail
Lace-up closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer

About Reebok Women Woven Design Lux Runner Shoes:
Lux Runner W is crafted with lightweight materials, making it an ideal choice for runners seeking a featherlight feel. The shoe's lightweight construction minimizes unnecessary bulk, allowing for effortless and agile movement. Whether you're sprinting or going the distance, the lightweight design ensures optimal speed and responsiveness. Experience the perfect blend of breathability, style, and performance with the Lux Runner W.",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Flat,Medium,3 months,,Court,,2,Neutral,,A pair of shoes
HRX by Hrithik Roshan,Women White & Grey Mesh Memory Foam Running Shoes,₹929,MRP ₹2999,(69% OFF),4.3,10.4k Ratings,"A pair of white, grey & blue shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer
Memory Foam Technology",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Indoor,Memory Foam,2,,,
Campus,Women Mesh CAMP-RUBY Running Shoes,₹1049,MRP ₹1399,(25% OFF),4.4,489 Ratings,"A pair of blue shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Campus,Women White Mesh Running Shoes,₹1359,MRP ₹1699,(20% OFF),4.3,1.3k Ratings,"A pair of white shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
