Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
Lino Perros,Croc Textured Wedge Heels,₹2157,MRP ₹3995,(46% OFF),4.3,60 Ratings,"A pair of black heels, has regular ankle, open back, open toe and has a wedge heel
Synthetic leather croc textured upper
Cushioned footbed
Textured and patterend outsole",Wedge,Sandals,3 inches,Open Back,Open Toe,Textured,,Regular,Casual,Synthetic,
CORSICA,Bow Detail Open Toe Platform Heels,₹1399,MRP ₹3999,(Rs. 2600 OFF),3.9,29 Ratings,"A pair of peach-coloured bow detail open toe platform heels,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Platform,Sandals,5 inches,Backstrap,Open Toe,Solid,Bows,Regular,Casual,TPR,1 month
Anouk,Women Stiletto Heel Sandals,₹890,MRP ₹2699,(67% OFF),3.9,171 Ratings,"Navy blue sandals, has regular ankle, open back, open toe, stiletto heel
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole
Comes with a shoe bag
Warranty: 1 month
Warranty provided by brand owner /manufacturer

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery, or colour between individual products.",Stiletto,Sandals,4.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,1 month
JM Looks,Embellished Two Strap Block Heels,₹997,MRP ₹1995,(50% OFF),4.4,766 Ratings,"A pair of white heels ,has regular ankle and open back
Synthetic leather embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Shezone,Black Block Mules,₹989,MRP ₹1499,(34% OFF),4,472 Ratings,"A pair of black mules ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 30 days
Warranty provided by brand/manufacturer",Block,Mules,2 inches,Open Back,Square Toe,Solid,,Regular,Casual,Rubber,1 month
Metro,Stone Embellished Block Mules,₹1618,MRP ₹2490,(35% OFF),3.8,13 Ratings,"Stone Embellished Mules
Square Open toe 
Slip on Clouser
Has a Block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Mules,2.5 inches,Open Back,Square Toe,Embellished,Western - Embellished,Regular,Casual,Synthetic,1 month
EVERLY,Textured Open Toe Wedges,₹1499,MRP ₹3999,(Rs. 2500 OFF),4.3,94 Ratings,"A pair of beige textured open toe wedges, has regular ankle and open back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,4 inches,Open Back,Open Toe,Textured,,Regular,Casual,TPR,
Mast & Harbour,Peach Coloured Round Toe Wedge Heeled Pumps,₹999,MRP ₹3499,(Rs. 2500 OFF),4,159 Ratings,"A pair of peach-coloured round toe pumps, has regular ankle and closed back
Velvet solid upper
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand manufacturer",Wedge,Pumps,3 inches,Closed Back,Round Toe,Solid,,Regular,Casual,PVC,1 month
Carlton London,Laser Cuts Open Toe Comfort Heels,₹1439,MRP ₹2399,(40% OFF),4.6,7 Ratings,"A pair of peach-coloured heels ,has regular ankle and backstraps
Synthetic solid upper with laser cuts
Cushioned footbed
Textured and patterend outsole, has a comfort
Warranty: 7 days
Warranty provided by brand/manufacturer",Comfort,Sandals,1.5 inches,Backstrap,Open Toe,Solid,Laser Cuts,Regular,Casual,TPR,7 days
Shoetopia,Buckle Detailed Comfort Heels,₹999,MRP ₹1999,(50% OFF),4.1,128 Ratings,"A pair of cream-coloured buckle detailed Comfort Heels ,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Comfort,Sandals,2 inches,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,PU,
Carlton London,Textured Party Kitten Pumps,₹1319,MRP ₹2399,(45% OFF),4.2,149 Ratings,"A pair of gold-toned pumps ,has regular ankle and backstrap
Synthetic textured upper with bows
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 15 days
Warranty provided by brand owner/manufacutre",Kitten,Pumps,2 inches,Backstrap,Pointed Toe,Textured,,Regular,Party,Resin,15 days
KARADDI,Lightweight Block Heel Pumps,₹699,MRP ₹1999,(65% OFF),3.7,79 Ratings,"A pair of tan lightweight block heel pumps pumps, has regular ankle and closed back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,1.5 inches,Closed Back,Round Toe,Solid,,Regular,Work,EVA,
Carlton London,Textured Open Toe Comfort Heels,₹899,MRP ₹1799,(50% OFF),3.7,73 Ratings,"A pair of black comfort heels ,has regular ankle and open back
Synthetic textured upper
Cushioned footbed
Textured and patterend outsole
Warranty: 15 days
Warranty provided by brand/manufacturer",Comfort,Sandals,1.5 inches,Open Back,Open Toe,Textured,,Regular,Casual,EVA,15 days
Metro,Open Toe Block Heels With Backstrap,₹1374,MRP ₹2290,(40% OFF),4.2,213 Ratings,"A pair of beige heels ,has regular ankle and backstrap
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,1 month
Shoetopia,Textured Ethnic One Toe Block Heels With Tassels,₹799,MRP ₹1999,(60% OFF),4.2,675 Ratings,"A pair of black heels ,has regular ankle and open back 
Synthetic textured upper with tassels 
Cushioned footbed
Textured and patterend outsole, has a block heeled",Block,Sandals,2 inches,Open Back,Open Toe,Textured,Tassels,Regular,Ethnic,Resin,
Forever Glam by Pantaloons,Embellished Pointed Toe Block Heeled Pumps,₹1599,MRP ₹1999,(20% OFF),3.2,13 Ratings,"A pair of gold-toned embellished block heeled pumps, has regular ankle and backstrap
Pu upper
Cushioned footbed
Textured and patterned outsole",Block,Pumps,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Casual,TPR,
Allen Solly,Brand Logo Print Slim Heels,₹1149,MRP ₹2299,(50% OFF),4.1,73 Ratings,"A pair of brown and orange brand logo print heels, has regular ankle and open back
Pu printed upper
Cushioned footbed
Textured and patterned outsole, has a slim heels
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Slim,Sandals,2.5 inches,Open Back,Open Toe,Printed,,Regular,Casual,TPR,6 months
Anouk,Women Embellished Block Sandals,₹699,MRP ₹1999,(65% OFF),3.8,85 Ratings,"A pair of cream-coloured open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Block,Sandals,1.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Rubber,
Marc Loire,Open Toe Platform Heels,₹1097,MRP ₹1995,(45% OFF),4.1,1.4k Ratings,"A pair of white sandals ,has regular ankle and backstrap
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a platform heels
Warranty: limited warranty
Warranty provided by brand/manufacturer",Platform,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PU,Limited Warranty
Lavie,Women Beige Colour Open Toe Glass Block Heels,₹989,MRP ₹2499,(Rs. 1510 OFF),3.9,16 Ratings,"A pair of beige peep toes ,has regular ankle and open back
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 14 days",Block,Peep Toes,3 inches,Open Back,Open Toe,Solid,,Regular,Party,Neolite,14 days
T.ELEVEN,Open Toe Kitten Heels,₹999,MRP ₹1999,(Rs. 1000 OFF),4.1,75 Ratings,"A pair of beige open toe heels, has regular ankle and open back detail
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a kitten",Kitten,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,Neolite,
Allen Solly,Open-Toe Block Heels with Buckle Detail,₹1749,MRP ₹2499,(30% OFF),4.3,88 Ratings,"A pair of navy blue block heel sandals
Has regular ankle and open back 
PU buckle detail upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2.5 inches,Open Back,Open Toe,Solid,Buckles,Regular,Casual,EVA,6 months
Rubeezz,Peach-Coloured Platform Heels,₹1399,MRP ₹3999,(65% OFF),4.5,38 Ratings,"A pair of peach-coloured Heels ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,4 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,
Anouk,Embellished Round Toe Heels,₹899,MRP ₹2999,(70% OFF),4.6,89 Ratings,"A pair of brown Heels ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block",Platform,Sandals,1 inch,Open Back,Round Toe,Embellished,Western - Embellished,Regular,Casual,Resin,
Denill,Textured One Toe Wedge Heels,₹799,MRP ₹2499,(68% OFF),4.2,439 Ratings,"A pair of copper-toned textured one toe wedge heels ,has regular ankle and ankle loop
Synthetic patent upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,3 inches,Open Back,Open Toe,Textured,,Regular,Ethnic,TPR,
Mochi,Women Gold-Toned Embellished Block Heels,₹1145,MRP ₹2290,(50% OFF),4.2,395 Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Casual,Resin,1 month
Shezone,Embellished Open Toe Block Heels With Ankle Loop,₹1499,MRP ₹2999,(50% OFF),4,217 Ratings,"A pair of gold-toned heels ,has regular ankle and backstrap
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 30 days
Warranty provided by brand/manufacturer",Block,Sandals,4 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Casual,Rubber,1 month
Shoetopia,Embellished Kitten Heel Pumps,₹999,MRP ₹1999,(50% OFF),4.2,230 Ratings,"A pair of gold-toned embellished kitten heel pumps,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Kitten,Pumps,2 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Van Heusen,Block Heel Pumps With Chain Detail,₹1624,MRP ₹2499,(35% OFF),4.3,35 Ratings,"A pair of black pumps, has regular ankle and closed back with slip-on closure
Synthetic solid upper with chain detail
Cushioned footbed
Textured and patterend outsole
Has a block heel",Block,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,Resin,
Allen Solly,Open Toe Block Heel Sandals with Bow Detailing,₹1679,MRP ₹1999,(16% OFF),3.6,10 Ratings,"A pair of gold-toned sandals ,has regular ankle and ankle loop
Pu solid upper with bow detailing
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 6 months
Warranty provided by Brand/Manufacturer",Block,Sandals,1.5 inches,Ankle Loop,Open Toe,Solid,Bows,Regular,Casual,Rubber,6 months
DressBerry,Red Textured Pointed Toe Stiletto Heeled Pumps,₹1099,MRP ₹2999,(Rs. 1900 OFF),3.6,61 Ratings,"A pair of red pumps, has regular ankle and closed back
Synthetic patent textured upper 
Cushioned footbed
Textured and patterend outsole, has a Stiletto",Stiletto,Pumps,3 inches,Closed Back,Pointed Toe,Textured,,Regular,Casual,TPR,
Shoetopia,Ankle Looped Suede Platform Heel Pumps,₹1199,MRP ₹2999,(60% OFF),4,178 Ratings,"A pair of black platform heel pumps,has mid-top ankle and ankle loop
Suede upper
Cushioned footbed
Textured and patterned outsole",Platform,Pumps,4.5 inches,Ankle Loop,Round Toe,Solid,,Mid-Top,Casual,Resin,
Lavie,Open Toe Wedges,₹799,MRP ₹2499,(68% OFF),3.6,212 Ratings,"A pair of black open toe heels, has regular ankle and open back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,1.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,Synthetic,
Allen Solly,Colourblocked Block Heel,₹1816,MRP ₹2299,(21% OFF),4.4,8 Ratings,"A pair of pink and white heel, has regular ankle and open back
Pu colourblocked upper
Cushioned footbed
Textured and patterend outsole
Has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,2 inches,Open Back,Open Toe,Colourblocked,,Regular,Casual,PU,6 months
Shoetopia,Open Toe Backstrap Comfort Heels,₹799,MRP ₹1999,(60% OFF),4.1,253 Ratings,"A pair of black open toe comfort heels, has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,1 inch,Open Back,Open Toe,Solid,,Regular,Casual,PU,
Colo,Women Block Heels Pumps with Buckles,₹719,MRP ₹1499,(52% OFF),4.4,16 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Closed Back,Pointed Toe,Solid,Buckles,Regular,Casual,PU,
Colo,Women Block Heels Pumps with Buckles,₹719,MRP ₹1499,(52% OFF),4.4,16 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Closed Back,Pointed Toe,Solid,Buckles,Regular,Casual,PU,
DressBerry,Tan Round Toe Block Heels,₹734,MRP ₹3339,(78% OFF),3.7,105 Ratings,"A pair of tan pumps ,has regular ankle and ankle loop
Pu solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Ankle Loop,Round Toe,Solid,,Regular,Party,Tunit,
Mochi,Women Embellished Wedge Heel Sandals,₹1794,MRP ₹2990,(40% OFF),4.6,5 Ratings,"A pair of gold-toned Wedge Heel Sandals,has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month",Wedge,Sandals,2.5 inches,Open Back,Peep Toe,Embellished,Ethnic - Embellished,Regular,Casual,Synthetic,1 month
CORSICA,Open-Toe Block Heels,₹956,MRP ₹2899,(67% OFF),3.9,27 Ratings,"A pair of black block heel sandals
Has regular ankle and backstrap closure
Synthetic solid upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,4 inches,Backstrap,Open Toe,Solid,,Regular,Casual,TPR,
Allen Solly,Women Snake Skin Textured Block Heels,₹1579,MRP ₹1999,(21% OFF),3.5,32 Ratings,"A pair of pink block heel sandals
Has regular ankle and open back
Synthetic leather snake skin textured upper
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2 inches,Open Back,Open Toe,Textured,,Regular,Casual,Resin,6 months
Roadster,Pointed Toe Block Heeled Mules,₹999,MRP ₹2499,(60% OFF),4.3,436 Ratings,"A pair of black solid blocked heel Mules, has buckle fastening with Pointed Toe details
Fabric upper
Cushioned footbed
TPR sole material
Block heeled",Block,Mules,3 inches,Backstrap,Pointed Toe,Solid,,Regular,Casual,Rubber,
Metro,Embellished Open Toe Wedges,₹1259,MRP ₹2290,(45% OFF),4.2,88 Ratings,"A pair of gold-toned heels ,has regular ankle and open back
Synthetic embellished upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole, has a wedges
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Casual,Resin,1 month
ELLE,Pink Block Heels,₹1099,MRP ₹1999,(45% OFF),4,548 Ratings,"A pair of pink sandals ,has regular ankle and closed back
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Closed Back,Peep Toe,Solid,,Regular,Casual,Resin,15 days
Shoetopia,Party Block Mules,₹1499,MRP ₹2999,(50% OFF),4.3,350 Ratings,"A pair of gold-toned mules ,has regular ankle and ankle loop
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a block",Block,Mules,5 inches,Ankle Loop,Peep Toe,Solid,,Regular,Party,Resin,
DressBerry,Gold Toned Textured Pointed Toe Slim Heels,₹999,MRP ₹2999,(Rs. 2000 OFF),4.1,127 Ratings,"A pair of gold-toned textured pointed toe slim heels ,has regular ankle and ankle loop
Synthetic upper 
Cushioned footbed
Textured and patterned 
Warranty: 1 month
Warranty provided by brand/manufacturer",Slim,Sandals,2 inches,Ankle Loop,Pointed Toe,Textured,,Regular,Casual,PVC,1 month
Vishudh,Gold-Toned Block Sandals with Laser Cuts,₹615,MRP ₹1398,(56% OFF),4.1,3.6k Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic solid upper with laser cuts
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Sandals,2.5 inches,Open Back,Round Toe,Solid,Laser Cuts,Regular,Casual,Resin,
ELLE,Women Black Solid Block Mules,₹1439,MRP ₹2399,(40% OFF),4.3,681 Ratings,"A pair of black mules ,has regular ankle and closed back
Synthetic solid upper with other
Cushioned footbed
Solid and patterend outsole, has a block
Warranty: 15 days",Block,Mules,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,PU,15 days
Metro,Embellished Open Toe Wedge Heels,₹1374,MRP ₹2290,(40% OFF),4.5,165 Ratings,"A pair of black embellished wedge, open toe, open back
Synthetic upper
Cushioned footbed
Textured and patterend outsole, has a
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,Ethnic - Embellished,Regular,Ethnic,Resin,1 month
